target_participation,mean_actual_participation,mean_n_smart_evs,mean_daily_peak_grid_p_mw,annual_peak_grid_p_mw,mean_daily_load_variance,mean_daily_ev_energy_mwh,mean_target_met_fraction,annual_min_voltage_pu,annual_max_voltage_pu,annual_max_line_loading_percent,annual_max_trafo_loading_percent,mean_peak_reduction_vs_0pct_mw,mean_peak_reduction_vs_0pct_percent,days_with_lower_peak_fraction
0.0,0.0,0.0,1.025638887701661,1.0633309176941579,0.011397357724463774,0.9855322663252687,1.0,0.9722042242649072,1.0409887108724647,15.060549921155983,51.45749490507227,0.0,0.0,0.0
0.2,0.2222222222222222,8.0,1.0086088950308825,1.0369622855149765,0.010249870587844587,0.9796554455983184,0.9861111111111112,0.9738651534961407,1.0409887108706497,15.060549945882181,51.45749736135098,0.017029992670778482,1.6291666089680577,1.0
0.4,0.3888888888888889,14.0,1.0057807316788248,1.0323581154752828,0.009924069512287735,0.978107187200264,0.9722222222222222,0.9739300672527461,1.0409887108701752,15.060549940251885,51.457496795861914,0.019858156022836193,1.8989137835459091,1.0
0.6,0.6111111111111112,22.0,0.9923938589506964,1.0297387295824036,0.008941866957234156,0.9662376058515767,0.9583333333333333,0.9741068591073939,1.040559520486363,15.060549961605746,51.457499111988,0.03324502875096447,3.244535049543519,1.0
0.8,0.7777777777777778,28.0,0.9869852327633396,1.0234004849255691,0.008449020579799462,0.9627510231650842,0.9305555555555556,0.9743093250640906,1.040535062312106,15.060549891779576,51.457498820933765,0.038653654938321236,3.769254933036346,1.0
1.0,1.0,36.0,0.9672746960693129,1.0095781414847762,0.00764110302105222,0.9529201606722919,0.9166666666666666,0.9753281623801462,1.0406899935458374,15.060549970553325,51.45751114905048,0.058364191632347906,5.714761832505172,1.0
